a_o,ipat,clase_siniestro,fecha,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,hipotesis,codigo,condicion_de_la_victima,edad,genero,lesionados_y_muertos
2022.0,8956.0,CHOQUE,2022-06-02 00:00:00,,MAÑANA,JUEVES,RECREO,CARRERA 26 CALLE 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,13.0,FEMENINO,LESIONADO
2022.0,9245.0,CHOQUE,2022-09-23 00:00:00,,MAÑANA,VIERNES,BARRIO NUEVO,CARRERA 32 CALLE26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,37.0,MASCULINO,NO APLICA
2022.0,8688.0,CHOQUE,2022-03-13 00:00:00,,NOCHE,DOMINGO,BARRIO NUEVO,CARRERA 30 CALLE 21,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,26.0,FEMENINO,LESIONADO
2022.0,OFICIO,CHOQUE,2022-10-31 00:00:00,,TARDE,LUNES,ZAMORANO,CARRERA 28 AVENIDAD CARBONERA,URBANA,TECNICO,,,POR ESTABLECER,157,MOTOCICLISTA,28.0,FEMENINO,MUERTO
2022.0,9241.0,CHOQUE,2022-09-17 00:00:00,,NOCHE,SÁBADO,COLOMBIA,CALLE 36 CARRERA 32,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,ACOMPAÑANTE MOTOCICLISTA,24.0,FEMENINO,LESIONADO
2022.0,8938.0,ATROPELLO,2022-05-27 00:00:00,,NOCHE,VIERNES,SAN PEDRO,CALLE 39 CARRERA 18,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,9240.0,CHOQUE,2022-09-17 00:00:00,,NOCHE,SÁBADO,FRAY LUIS,CALLE 42 CARRERA 45-65,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,MOTOCICLISTA,39.0,MASCULINO,LESIONADO
2022.0,9243.0,CHOQUE,2022-09-21 00:00:00,,MAÑANA,MIÉRCOLES,BARRIO NUEVO,CALLE 26 CARRERA30,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,8883.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,COLOMBINA,CALLE 28 CARRERA 13,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,60.0,MASCULINO,NO APLICA
2022.0,9237.0,ATROPELLO,2022-09-17 00:00:00,,NOCHE,SÁBADO,PRIMERO DE MAYO,CALLE 42 CARRERA 9-9A,URBANA,TECNICO,,,CRUZAR EN ESTADO DE  EMBRIAGUEZ,404.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,9058.0,CHOQUE,2022-06-30 00:00:00,,TARDE,JUEVES,IGNACIO TORRES,CARRERA 38 CALLE  54,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,NO APLICA,65.0,MASCULINO,NO APLICA
2022.0,8723.0,CHOQUE,2022-03-23 00:00:00,,MAÑANA,MIÉRCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,47.0,MASCULINO,NO APLICA
2022.0,9224.0,CHOQUE,2022-09-09 00:00:00,,NOCHE,VIERNES,RIVERA ESCOBAR,CALLE 31 CARRERA 34,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,62.0,MASCULINO,NO APLICA
2022.0,9054.0,CHOQUE,2022-06-29 00:00:00,,TARDE,MIÉRCOLES,VERSALLES,CALLE 42 CARRERA 30-103,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,27.0,MASCULINO,NO APLICA
2022.0,9196.0,CHOQUE,2022-08-20 00:00:00,,TARDE,SÁBADO,OBRERO,CARRERA 25 CALLE 39,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,55.0,MASCULINO,NO APLICA
2022.0,9255.0,CHOQUE,2022-09-25 00:00:00,,TARDE,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,61.0,MASCULINO,NO APLICA
2022.0,8696.0,CHOQUE,2022-03-15 00:00:00,,TARDE,MARTES,BIZERTA,CALLE 37 CARRERA 22,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,11.0,FEMENINO,LESIONADO
2022.0,8659.0,CHOQUE,2022-03-06 00:00:00,,MAÑANA,DOMINGO,DELICIAS,CARRERA 25 CALLE 24,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,68.0,MASCULINO,NO APLICA
2022.0,9293.0,CHOQUE,2022-10-10 00:00:00,,TARDE,LUNES,OBRERO,CALLE 34 CARRERA 25,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,42.0,MASCULINO,NO APLICA
2022.0,8635.0,CHOQUE,2022-02-27 00:00:00,,NOCHE,DOMINGO,EMILIA,CALLE 36 CARRERA 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,25.0,FEMENINO,LESIONADO
2022.0,9161.0,CHOQUE,2022-08-04 00:00:00,,MAÑANA,JUEVES,AMAIME,CALLE 6 NUMERO 1-03,RURAL,TECNICO,,,CRUZAR SIN OBSERVAR DEBIDA PRECAUCION,157.0,CICLISTA,80.0,MASCULINO,LESIONADO
2022.0,9039.0,CHOQUE,2022-06-25 00:00:00,,TARDE,SÁBADO,PETRUC,CALLE 18 CARRERA 26,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,123.0,MOTOCICLISTA,27.0,FEMENINO,LESIONADO
2022.0,8676.0,CHOQUE,2022-03-11 00:00:00,,TARDE,VIERNES,COLOMBIA,CARRERA 31 CALLE 35,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,53.0,MASCULINO,NO APLICA
2022.0,8602.0,CHOQUE,2022-02-20 00:00:00,,TARDE,DOMINGO,OBRERO,CALLE 33 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,70.0,FEMENINO,LESIONADO
2022.0,9301.0,CHOQUE,2022-10-15 00:00:00,,MAÑANA,JUEVES,BENEDICTA,CALLE 47 CARRERA 34B-50,URBANA,TECNICO,,,REVERSO IMPRUDENTE,134.0,MOTOCICLISTA,56.0,FEMENINO,LESIONADO
2022.0,8956.0,CHOQUE,2022-06-02 00:00:00,,MAÑANA,JUEVES,RECREO,CARRERA 26 CALLE 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,51.0,MASCULINO,NO APLICA
2022.0,DITRA,VOLCAMIENTO,2022-11-16 00:00:00,,MADRUGADA,MIÉRCOLES,VIA CALI - PALMIRA SUR,KM 13 + 350 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,MOTOCICLISTA,21.0,MASCULINO,MUERTO
2022.0,8941.0,CHOQUE,2022-05-28 00:00:00,,TARDE,SÁBADO,TRINIDAD,CALLE 30 CARRERA 22,URBANA,TECNICO,,,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,22.0,MASCULINO,NO APLICA
2022.0,8549.0,ATROPELLO,2022-02-05 00:00:00,,MADRUGADA,SÁBADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,PEATÓN,25.0,MASCULINO,LESIONADO
2022.0,8689.0,CHOQUE,2022-03-13 00:00:00,,TARDE,DOMINGO,SAN PEDRO,CALLE 37 CARRERA 15,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE,2022-04-03 00:00:00,,NOCHE,DOMINGO,VIA CALI - PALMIRA SUR,KM 18 + 150 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,CONDUCTOR,31.0,MASCULINO,LESIONADO
2022.0,9246.0,CHOQUE,2022-09-20 00:00:00,,TARDE,MARTES,GUAYACANES DEL INGENIO,CARRERA 18 CALLE 26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,29.0,MASCULINO,LESIONADO
2022.0,9220.0,ATROPELLO,2022-09-07 00:00:00,,MAÑANA,MIÉRCOLES,TREBOL,CARRERA 18 CALLE 26-18,URBANA,TECNICO,,,IMPERICIA EN EL MANEJO,139.0,MOTOCICLISTA,14.0,MASCULINO,LESIONADO
2022.0,8956.0,CHOQUE,2022-06-02 00:00:00,,MAÑANA,JUEVES,RECREO,CARRERA 26 CALLE 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,18.0,FEMENINO,LESIONADO
2022.0,8729.0,CHOQUE,2022-03-25 00:00:00,,NOCHE,VIERNES,BARRIO NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,54.0,MASCULINO,LESIONADO
2022.0,9068.0,CHOQUE,2022-07-03 00:00:00,,MADRUGADA,DOMINGO,SAN PEDRO,CALLE 36 CARRERA 17,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127.0,MOTOCICLISTA,25.0,MASCULINO,LESIONADO
2022.0,8814.0,CHOQUE,2022-04-22 00:00:00,,NOCHE,VIERNES,SANTA RITA,CALLLE 36 CARRERA 29,URBANA,TECNICO,,,SEMAFORO EN ROJO,142,ACOMPAÑANTE MOTOCICLISTA,20.0,FEMENINO,LESIONADO
2022.0,8650.0,CHOQUE,2022-03-03 00:00:00,,MAÑANA,JUEVES,ESTONIA,CARRERA 32 CALLE 42,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,123.0,MOTOCICLISTA,23.0,MASCULINO,LESIONADO
2022.0,8947.0,CHOQUE,2022-05-31 00:00:00,,TARDE,MARTES,SESQUI,CARRERA 32 CALLE 12,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145,NO APLICA,47.0,MASCULINO,NO APLICA
2022.0,9142.0,CHOQUE,2022-07-29 00:00:00,,NOCHE,VIERNES,FATIMA,CARRERA 8 CALLE 28,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,9214.0,CHOQUE,2022-09-03 00:00:00,,TARDE,SÁBADO,COLOMBIA,CALLE 36 CARRERA 30-72,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,NO APLICA,27.0,MASCULINO,NO APLICA
2022.0,8649.0,CHOQUE,2022-03-02 00:00:00,,NOCHE,MIÉRCOLES,FLORES,CALLE 23 CARRERA 3,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2022.0,8785.0,CHOQUE,2022-04-12 00:00:00,,TARDE,MARTES,URIBE,CALLE 33 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,54.0,MASCULINO,LESIONADO
2022.0,8785.0,CHOQUE,2022-04-12 00:00:00,,TARDE,MARTES,URIBE,CALLE 33 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,44.0,MASCULINO,NO APLICA
2022.0,9189.0,CHOQUE,2022-08-16 00:00:00,,TARDE,MARTES,SESQUI,CARRERA 24 CALLE 12A,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132,ACOMPAÑANTE MOTOCICLISTA,31.0,MASCULINO,LESIONADO
2022.0,9190.0,CHOQUE,2022-08-17 00:00:00,,MADRUGADA,MIÉRCOLES,CUIDAD DEL CAMPO,CALLE 100 CARRERA 16-126,RURAL,TECNICO,,,REALIZAR MAL USO DEL CARRIL,157,ACOMPAÑANTE CONDUCTOR,47.0,MASCULINO,LESIONADO
2022.0,9201.0,CHOQUE,2022-08-23 00:00:00,,TARDE,MARTES,SESQUI,CALLE 10 CARRERA 31,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,71.0,MASCULINO,MUERTO
2022.0,9242.0,CHOQUE,2022-09-17 00:00:00,,TARDE,SÁBADO,RECREO,CALLE 20 CARRERA 29,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,58.0,MASCULINO,LESIONADO
2022.0,9247.0,CHOQUE,2022-09-23 00:00:00,,MAÑANA,VIERNES,COLOMBIA,CARRERA 30 CALLE 34,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,47.0,MASCULINO,NO APLICA
2022.0,9237.0,ATROPELLO,2022-09-17 00:00:00,,NOCHE,SÁBADO,PRIMERO DE MAYO,CALLE 42 CARRERA 9-9A,URBANA,TECNICO,,,CRUZAR EN ESTADO DE  EMBRIAGUEZ,404.0,PEATÓN,30.0,MASCULINO,LESIONADO
2022.0,8808.0,CHOQUE,2022-04-20 00:00:00,,MADRUGADA,MIÉRCOLES,SAN PEDRO,CARRERA 19 CALLE 36-66,URBANA,TECNICO,,,POR ESTABLECER,157,MOTOCICLISTA,51.0,MASCULINO,LESIONADO
2022.0,9167.0,CHOQUE,2022-08-05 00:00:00,,NOCHE,VIERNES,CENTRO,CALLE 30 CARRERA 32,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127,CICLISTA,57.0,MASCULINO,LESIONADO
2022.0,9149.0,ATROPELLO,2022-07-30 00:00:00,,NOCHE,SÁBADO,BENEDICTA,CARRERA 34A CALLE 47-15,URBANA,TECNICO,,,CAMINAR POR LA CALZADA,404.0,NO APLICA,27.0,MASCULINO,NO APLICA
2022.0,9253.0,ATROPELLO,2022-09-24 00:00:00,,TARDE,SÁBADO,CUIDAD DEL CAMPO,CALLE 101 CARRERA 30-31,RURAL,TECNICO,,,TRANSITAR EN CONTRA VIA,127.0,NO APLICA,44.0,MASCULINO,NO APLICA
2022.0,9309.0,CHOQUE,2022-10-21 00:00:00,,MAÑANA,VIERNES,CENTRO,CARRERA 32 CALLE 29-15,URBANA,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,NO APLICA,51.0,MASCULINO,NO APLICA
2022.0,DITRA,CHOQUE,2022-10-23 00:00:00,,MAÑANA,DOMINGO,VIA PALMIRA -AMAIME,KM 25 +500 MTS,RURAL,POLICIA,,,ADELANTAR INVADIENDO CARRIL,104,MOTOCICLISTA,51.0,MASCULINO,MUERTO
2022.0,8819.0,CHOQUE,2022-04-23 00:00:00,,MADRUGADA,SÁBADO,RIVERA ESCOBAR,CALLE 31 CARRERA 36,URBANA,TECNICO,,,FRENAR BRUSCAMENTE,119.0,NO APLICA,28.0,MASCULINO,NO APLICA
2022.0,8882.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,SEMBRADOR,CARRERA 17 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,38.0,MASCULINO,NO APLICA
2022.0,9169.0,CHOQUE,2022-08-07 00:00:00,,NOCHE,DOMINGO,SANTA RITA,CARRERA 28 CALLE 33,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,20.0,MASCULINO,LESIONADO
2022.0,9287.0,CHOQUE,2022-10-06 00:00:00,,TARDE,JUEVES,RECREO,CALLE 18 CARRERA 25A-17,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,DITRA,VOLCAMIENTO,2022-11-23 00:00:00,,TARDE,MIÉRCOLES,VIA CALI - PALMIRA SUR,KM 14 + 520 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157,ACOMPAÑANTE MOTOCICLISTA,34.0,MASCULINO,MUERTO
2022.0,8754.0,CHOQUE,2022-04-02 00:00:00,,MADRUGADA,SÁBADO,TRINIDAD,CALLE 31 CARRERA 20,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,53.0,MASCULINO,NO APLICA
2022.0,8702.0,CHOQUE,2022-03-18 00:00:00,,MAÑANA,VIERNES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,43.0,MASCULINO,NO APLICA
2022.0,8888.0,CHOQUE,2022-05-13 00:00:00,,TARDE,VIERNES,BARRIO NUEVO,CARRERA 33A CALLE 20,URBANA,TECNICO,,,RECOGER PASAJEROS Y DEJAR EN SITIO DISTINTO,128,MOTOCICLISTA,65.0,MASCULINO,LESIONADO
2022.0,9236.0,CHOQUE,2022-09-17 00:00:00,,TARDE,SÁBADO,GUAYACANES DEL INGENIO,CARRERA 17 CALLE 23,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE OBJETO FIJO MURO,2022-06-24 00:00:00,,NOCHE,VIERNES,VIA PALMASECA EL CERRITO,KM 11 + 067 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157,MOTOCICLISTA,31.0,MASCULINO,MUERTO
2022.0,9071.0,CHOQUE,2022-07-04 00:00:00,,MAÑANA,LUNES,VIA CORONADO ROZO,KM 4 + 100 MTS PUETE MALIMBU,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,65.0,MASCULINO,NO APLICA
2022.0,8613.0,CHOQUE,2022-02-22 00:00:00,,MAÑANA,MARTES,CHAPINERO SUR,DIAGONAL 4 CARRERA 31A-90,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,31.0,FEMENINO,NO APLICA
2022.0,8764.0,CHOQUE,2022-04-05 00:00:00,,TARDE,MARTES,COLOMBIA,CALLE 33 CARRERA 31,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,19.0,FEMENINO,LESIONADO
2022.0,8830.0,CHOQUE,2022-04-27 00:00:00,,TARDE,MIÉRCOLES,LUIS CARLOS GALAN,CARRERA 32 CALLE -10-11,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157,MOTOCICLISTA,30.0,FEMENINO,LESIONADO
2022.0,8926.0,CHOQUE,2022-05-24 00:00:00,,TARDE,MARTES,SANTA BARBARA,CALLE 31 CARRERA 44 -46,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,42.0,FEMENINO,LESIONADO
2022.0,9008.0,CHOQUE,2022-06-17 00:00:00,,TARDE,VIERNES,PORTAL DE LAS PALMAS,CARRERA 43 CALLE 51,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,23.0,FEMENINO,LESIONADO
2022.0,DITRA,VOLCAMIENTO,2022-11-25 00:00:00,,MAÑANA,VIERNES,VIA CALI - PALMIRA NORTE,KM 11 + 550 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,MOTOCICLISTA,42.0,FEMENINO,MUERTO
2022.0,9200.0,CHOQUE,2022-08-23 00:00:00,,MAÑANA,MARTES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,9.0,FEMENINO,LESIONADO
2022.0,9215.0,CHOQUE,2022-09-03 00:00:00,,NOCHE,SÁBADO,AMERICAS,CARRERA 25 CALLE 12A,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,3.0,FEMENINO,LESIONADO
2022.0,8600.0,CAIDA DE ARBOL,2022-02-19 00:00:00,,TARDE,SÁBADO,CENTRO,CALLE 32 CARRERA 33-69,URBANA,TECNICO,,,CAIDA DE ARBOL,157.0,MOTOCICLISTA,30.0,MASCULINO,LESIONADO
2022.0,8714.0,VOLCAMIENTO,2022-03-20 00:00:00,,NOCHE,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 8-9,URBANA,TECNICO,,,HUECOS EN LA VIA,306.0,MOTOCICLISTA,49.0,MASCULINO,LESIONADO
2022.0,8811.0,CHOQUE,2022-04-20 00:00:00,,NOCHE,MIÉRCOLES,MUNICIPAL,CARRERA 1 CALLE 31,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,59.0,MASCULINO,NO APLICA
2022.0,DITRA,CHOQUE,2022-04-01 00:00:00,,MADRUGADA,VIERNES,VIA CALI - PALMIRA SUR,KM 2+ 700 MTS,RURAL,POLICIA,,,TRANSITAR EN CONTRA VIA,127.0,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE,2022-02-17 00:00:00,,TARDE,JUEVES,VIA CALI - PALMIRA NORTE,KM 16 + 160 MTS,RURAL,POLICIA,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,MOTOCICLISTA,20.0,MASCULINO,MUERTO
2022.0,8542.0,CHOQUE,2022-02-02 00:00:00,,TARDE,MIÉRCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 34-35,URBANA,TECNICO,,,ABRIR LA PUERTA SIN MEDIDAS DE PRECAUCION,506.0,NO APLICA,31.0,MASCULINO,NO APLICA
2022.0,8585.0,CHOQUE,2022-02-12 00:00:00,,NOCHE,SÁBADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,38.0,MASCULINO,LESIONADO
2022.0,9113.0,CHOQUE,2022-07-18 00:00:00,,TARDE,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,38.0,MASCULINO,LESIONADO
2022.0,9180.0,CHOQUE,2022-08-14 00:00:00,,MADRUGADA,DOMINGO,RECREO,CARRERA 28 CALLE 22,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,30.0,MASCULINO,LESIONADO
2022.0,8975.0,CHOQUE,2022-06-05 00:00:00,,NOCHE,DOMINGO,SAN PEDRO,CALLE 34A CARRERA 17,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,36.0,MASCULINO,LESIONADO
2022.0,8650.0,CHOQUE,2022-03-03 00:00:00,,MAÑANA,JUEVES,ESTONIA,CARRERA 32 CALLE 42,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,123.0,NO APLICA,47.0,FEMENINO,NO APLICA
2022.0,9264.0,CHOQUE,2022-09-28 00:00:00,,MADRUGADA,MIÉRCOLES,CENTRO,CALLE 29 CARRERA 28,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,44.0,FEMENINO,LESIONADO
2022.0,8577.0,CHOQUE,2022-02-12 00:00:00,,TARDE,SÁBADO,EMILIA,CALLE 34A CARRERA 36,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,50.0,FEMENINO,NO APLICA
2022.0,8629.0,CHOQUE,2022-02-27 00:00:00,,MADRUGADA,DOMINGO,RECREO,CALLE 23 CARRERA 26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE CONDUCTOR,37.0,MASCULINO,LESIONADO
2022.0,8570.0,ATROPELLO,2022-02-10 00:00:00,,TARDE,JUEVES,PORTAL DE LAS PALMAS,CALLE 47A CARRERA 46A-06,URBANA,TECNICO,,,CONDUCIR UN VEHICULO SIN OBSERVAR LAS MEDIDAS,157.0,NO APLICA,19.0,MASCULINO,NO APLICA
2022.0,8884.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,,,REVERSO IMPRUDENTE,134,MOTOCICLISTA,20.0,MASCULINO,LESIONADO
2022.0,9132.0,CHOQUE,2022-07-26 00:00:00,,MAÑANA,MARTES,SAN PEDRO,CALLE 37 CARRERA 18,URBANA,TECNICO,,,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,NO APLICA,30.0,MASCULINO,NO APLICA
2022.0,9142.0,CHOQUE,2022-07-29 00:00:00,,NOCHE,VIERNES,FATIMA,CARRERA 8 CALLE 28,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,47.0,MASCULINO,NO APLICA
2022.0,9225.0,CHOQUE,2022-09-09 00:00:00,,NOCHE,VIERNES,SANTA RITA,CARRERA 27 CALLE 35,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,29.0,MASCULINO,NO APLICA
2022.0,9226.0,CHOQUE,2022-09-10 00:00:00,,MADRUGADA,SÁBADO,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,9252.0,CHOQUE,2022-09-24 00:00:00,,TARDE,SÁBADO,DANUBIO,CARRERA 19 CALLE 33 B,URBANA,TECNICO,,,GIRAR BRUSCAMENTE,122.0,MOTOCICLISTA,17.0,MASCULINO,NO APLICA
2022.0,9309.0,CHOQUE,2022-10-21 00:00:00,,MAÑANA,VIERNES,CENTRO,CARRERA 32 CALLE 29-15,URBANA,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,NO APLICA,17.0,MASCULINO,NO APLICA
2022.0,8567.0,CHOQUE,2022-02-10 00:00:00,,TARDE,JUEVES,FRAY LUIS,CALLE 42 CARRERA 49,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2022.0,8926.0,CHOQUE,2022-05-24 00:00:00,,TARDE,MARTES,SANTA BARBARA,CALLE 31 CARRERA 44 -46,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,20.0,MASCULINO,LESIONADO
2022.0,DITRA,ATROPELLO,2022-01-18 00:00:00,,NOCHE,MARTES,VIA SUCROMILLES - INGENIO PROVIDENCIA,KM 0,RURAL,POLICIA,,,TRANSITAR POR LA CALZADA  PEATON,404,PEATÓN,19.0,MASCULINO,MUERTO
2022.0,9216.0,CHOQUE,2022-09-05 00:00:00,,NOCHE,LUNES,RECREO,CARRERA 28 CALLE 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,26.0,MASCULINO,NO APLICA
2022.0,9219.0,ATROPELLO,2022-09-14 00:00:00,,MAÑANA,MIÉRCOLES,ZAMORANO,CALLE 66 CARREA 28,URBANA,TECNICO,,,SUBIRSE AL ANDEN,133.0,NO APLICA,23.0,MASCULINO,NO APLICA
2022.0,DITRA,CHOQUE,2022-04-29 00:00:00,,MADRUGADA,VIERNES,VIA CALI - PALMIRA SUR,KM 8 + 750 MTS,RURAL,POLICIA,,,TRANSITAR EN CONTRA VIA,127,MOTOCICLISTA,33.0,MASCULINO,MUERTO
